"KEY","en","notes","sp","fr","de","it","pt-br","ru","ko","ja","zh"
"PASSIVE_HAMSTERSTYLE_DESC","+1 Health Regeneration.
Start with 2 Bonus Moves.","","+1 de regeneración de salud.
Empieza con 2 de bonificación de movimiento.","Régénération de santé&nbsp;+1. Commence avec 2&nbsp;déplacements bonus.","+1&nbsp;Lebensregeneration.
Beginne jeden Kampf mit 2&nbsp;Bonusbewegung.","+1 a Rigenerazione Salute.
Inizi con 2 Movimenti Bonus.","+1 de regeneração de saúde.
Inicie com 2 movimentos adicionais.","+1 к регенерации здоровья.
Начинайте с 2 бонусными перемещениями.","","",""
"PASSIVE_HAMSTERSTYLE2_DESC","+2 Health Regeneration.
Start with 2 Bonus Moves.
Your basic attack has a chance to attack multiple times.","","+2 de regeneración de salud.
Empieza con 2 de bonificación de movimiento.
El ataque básico tiene una probabilidad de atacar varias veces.","Régénération de santé&nbsp;+2. Commence avec 2&nbsp;déplacements bonus. Chance d'attaquer plusieurs fois avec votre attaque de base.","+2&nbsp;Lebensregeneration.
Beginne jeden Kampf mit 2&nbsp;Bonusbewegung.
Dein Grundangriff kann mehrfach treffen.","+2 a Rigenerazione Salute.
Inizi con 2 Movimenti Bonus.
Il tuo attacco base ha una probabilità di attaccare più volte.","+2 de regeneração de saúde.
Inicie com 2 movimentos adicionais.
Seu ataque básico possui uma chance de atacar múltiplas vezes.","+2 к регенерации здоровья.
Начинайте с 2 бонусными перемещениями.
Ваша базовая атака может ударить несколько раз.","","",""
"PASSIVE_WEAPONMASTER_NAME","Weapon Master","","Dominio de las armas","Maître d'armes","Waffenmeister","Maestria con le Armi","Mestre das Armas","Мастер оружия","","",""
"PASSIVE_WEAPONMASTER_DESC","Your weapon and item abilities deal +2 Damage and get +25% critical chance. A pipe is added to your inventory.","","Las habilidades de arma y objeto infligen +2 de daño y obtienen un +25 % de probabilidad de crítico. Se añade una tubería al inventario.","Vos compétences d'arme et d'objet infligent Dégâts&nbsp;+2&nbsp;et ont 25&nbsp;% de chances de CC. Un tuyau est ajouté à votre inventaire.","Deine Waffen- und Gegenstandsfähigkeiten verursachen +2&nbsp;Schaden und erhalten +25&nbsp;% kritische Trefferchance. Du erhältst ein Rohr.","Le abilità delle armi e degli oggetti infliggono +2 di danno e hanno un +25% di probabilità di colpo critico. Un tubo viene aggiunto al tuo inventario.","Suas habilidades de arma e itens causam +2 de dano e ganham +25% de chance de crítico. Um cano é adicionado ao seu inventário.","Способности оружия и предметов наносят +2 к урону и получают +25% к шансу крита. Труба добавлена в инвентарь.","","",""
"PASSIVE_WEAPONMASTER2_DESC","Your weapon and item abilities deal +3 Damage and get +50% critical chance.
If you don't have a weapon, gain a random temporary weapon at the beginning of the battle.","","Las habilidades de arma y objeto infligen +3 de daño y obtienen un +50 % de probabilidad de crítico.
Si no tiene ningún arma, obtiene un arma temporal al azar al inicio del combate.","Vos compétences d'arme et d'objet infligent Dégâts&nbsp;+3&nbsp;et ont 50&nbsp;% de chances de CC. Si vous n'avez pas d'arme, obtenez une arme aléatoire temporaire au début du combat.","Deine Waffen- und Gegenstandsfähigkeiten verursachen +3&nbsp;Schaden und erhalten +50&nbsp;% kritische Trefferchance.
Wenn du keine Waffe hast, erhältst du am Anfang des Kampfes vorübergehend eine zufällige Waffe.","Le abilità delle armi e degli oggetti infliggono +3 di danno e hanno un +50% di probabilità di colpo critico.
Se non hai un'arma, ottieni un'arma temporanea casuale all'inizio della battaglia.","Suas habilidades de arma e itens causam +3 de dano e ganham +50% de chance de crítico. 
Se você não tiver uma arma, obtenha uma arma temporária aleatória no início da batalha.","Способности оружия и предметов наносят +3 к урону и получают +50% к шансу крита.
Если у вас нет оружия, в начале боя выдаётся случайное временное оружие.","","",""
"PASSIVE_SHOULDERCHECK_NAME","Shoulder Check","","Por encima del hombro","Provocation","Schultercheck","Spallata","Ombrada","Подсечка","","",""
"PASSIVE_SHOULDERCHECK_DESC","If you're facing a unit after you move, automatically attack it at 33% damage.","","Si está mirando a una unidad tras moverse, la ataca automáticamente y le inflige un 33 % de daño.","Si vous faites face à une unité après un déplacement, attaquez-le automatiquement à 33&nbsp;% de vos dégâts.","Wenn du in die Richtung einer Einheit blickst, nachdem du dich bewegt hast, greifst du sie automatisch mit 33&nbsp;% Schaden an.","Se ti trovi di fronte a un'unità dopo il movimento, la attacchi automaticamente al 33% del danno.","Ao se virar para uma unidade após se mover, ataque-a automaticamente com 33% de dano.","Если после перемещения вы стоите лицом к юниту, автоматически атакуйте его с 33% урона.","","",""
"PASSIVE_SHOULDERCHECK2_DESC","If you're facing a unit after you move, automatically attack the unit.","","Si está mirando a una unidad tras moverse, la ataca automáticamente.","Si vous faites face à une unité après un déplacement, attaquez-le automatiquement.","Wenn du in die Richtung einer Einheit blickst, nachdem du dich bewegt hast, greifst du sie automatisch an.","Se ti trovi di fronte a un'unità dopo il movimento, la attacchi automaticamente.","Ao se virar para uma unidade após se mover, ataque-a automaticamente.","Если после перемещения вы стоите лицом к юниту, автоматически атакуйте его.","","",""
"PASSIVE_SKULLSMASH_NAME","Skullcrack","","Fisura de cráneo","Boulet de démolition","Schädelknacker","Spaccatesta","Racha-Cuca","Череполом","","",""
"PASSIVE_SKULLSMASH_DESC","Your basic attack inflicts Bruise.","","El ataque básico inflige moratón.","Vos attaques de base infligent Contusion.","Dein Grundangriff verursacht Beulen.","Il tuo attacco base infligge Livido.","Seu ataque básico aplica contusão.","Ваша базовая атака накладывает Ушиб.","","",""
"PASSIVE_SKULLSMASH2_DESC","Your basic attack inflicts Bruise 2.","","El ataque básico inflige 2 de moratón.","Vos attaques de base infligent Contusion&nbsp;+2.","Dein Grundangriff verursacht Beulen&nbsp;2.","Il tuo attacco base infligge Livido 2.","Seu ataque básico aplica contusão 2.","Ваша базовая атака накладывает Ушиб 2.","","",""
"PASSIVE_TURTLESTYLE_NAME","Turtle Style","","Estilo de tortuga","Style tortue","Schildkrötenstil","Stile da Tartaruga","Estilo da Tartaruga","Стиль черепахи","","",""
"PASSIVE_TURTLESTYLE_DESC","","","","","","","","","","",""
"PASSIVE_TURTLESTYLE2_DESC","+2 Brace","","+2 de refuerzo.","Garde&nbsp;+2.","+2&nbsp;Wappnen.","+2 alla Guardia.","+2 de preparação.","+2 к Стойке","","",""
"PASSIVE_OVERPOWERED_NAME","OVERPOWERED!!!","","¡Empoderamiento!","SURPUISSANCE&nbsp;!","IMBA!!!","SUPERPOTENZA!!!","PODER!!!","МОЩЬ!!!","","",""
"PASSIVE_OVERPOWERED_DESC","Excess damage you deal to units makes them explode, dealing the excess damage to units around it, except for you.","","El exceso de daño que inflige a las unidades las hace explotar. Ese exceso se reparte entre las unidades de alrededor (excepto esta).","Le surplus de dégâts que vous infligez aux unités les fait exploser. Les autres unités adjacentes, sauf vous, subissent les dégâts en trop.","Überschüssiger Schaden, den du verursachst, lässt Einheiten explodieren. Benachbarte Einheiten außer dir erleiden Schaden in dieser Höhe.","Il danno in eccesso che infliggi fa esplodere le unità; l'esplosione a sua volta infligge il danno in eccesso alle unità nei tuoi pressi (ma non a te).","O dano em excesso que você causa a unidades faz com que elas explodam, causando o dano em excesso a unidades ao redor, exceto você.","Избыточный урон по юнитам заставляет их взрываться, нанося избыточный урон окружающим юнитам, кроме вас.","","",""
"PASSIVE_OVERPOWERED2_DESC","Excess damage you deal to units makes them explode, dealing the excess damage to units within 2 tiles of it, except for you.","","El exceso de daño que inflige a las unidades las hace explotar. Ese exceso se reparte entre las unidades en un alcance de 2 casillas (excepto esta).","Le surplus de dégâts que vous infligez aux unités les fait exploser. Les autres unités à 2&nbsp;cases d'elles, sauf vous, subissent les dégâts en trop.","Überschüssiger Schaden, den du verursachst, lässt Einheiten explodieren. Benachbarte Einheiten außer dir in bis zu zwei Felder Entfernung erleiden Schaden in dieser Höhe.","Il danno in eccesso che infliggi fa esplodere le unità; l'esplosione a sua volta infligge il danno in eccesso alle unità entro 2 caselle di distanza (ma non a te).","O dano em excesso que você causa a unidades faz com que elas explodam, causando o dano em excesso a unidades a até 2 espaços de distância, exceto você.","Избыточный урон по юнитам заставляет их взрываться, нанося избыточный урон юнитам в радиусе 2 клеток, кроме вас.","","",""
"PASSIVE_FIGHTME_NAME","Underdog","","Perdedor","Intrépide","Außenseiter","Pronostici Nefasti","Azarão","Слабак","","",""
"PASSIVE_FIGHTME_DESC","You have +2 [img:str] and +1 Brace for each enemy adjacent to you.","","Obtiene +2 [img:str] y +1 de refuerzo por cada enemigo adyacente a esta unidad.","[img:str]&nbsp;+2&nbsp;et Garde&nbsp;+1&nbsp;pour chaque ennemi adjacent.","Du erhältst +2&nbsp;[img:str] und +1&nbsp;Wappnen für jeden benachbarten Gegner.","Ottieni +2 alla [img:str] e +1 alla Guardia per ogni nemico adiacente a te.","Você possui +2 de [img:str] e +1 de preparação para cada inimigo adjacente.","+2 [img:str] и +1 к Стойке за каждого соседнего врага.","","",""
"PASSIVE_FIGHTME2_DESC","You have +3 [img:str] and +2 Brace for each enemy adjacent to you.","","Obtiene +3 [img:str] y +2 de refuerzo por cada enemigo adyacente a esta unidad.","[img:str]&nbsp;+3&nbsp;et Garde&nbsp;+2&nbsp;pour chaque ennemi adjacent.","Du erhältst +3&nbsp;[img:str] und +2&nbsp;Wappnen für jeden benachbarten Gegner.","Ottieni +3 alla [img:str] e +2 alla Guardia per ogni nemico adiacente a te.","Você possui +3 de [img:str] e +2 de preparação para cada inimigo adjacente.","+3 [img:str] и +2 к Стойке за каждого соседнего врага.","","",""
"PASSIVE_MATHQ_NAME","Math?","","¿Matemáticas?","Des maths&nbsp;?","Mathe?","Matematica?","Matemática?","Математика?","","",""
"PASSIVE_MATHQ_DESC","Your spells cost 3 mana to cast, but each can be cast only once per turn.","","Lanzar sus hechizos cuesta 3 de maná, pero cada uno solo se puede lanzar una vez por turno.","Vos sorts coûtent 3&nbsp;mana, mais vous ne pouvez les lancer qu'une fois par tour.","Deine Zauber kosten 3&nbsp;Mana, können aber nur einmal pro Zug gewirkt werden.","Lanciare i tuoi incantesimi costa 3 mana, ma ognuno può essere lanciato solo una volta per turno.","Seus encantamentos custam 3 de mana para serem lançados, mas cada um deles só pode ser lançado uma vez por turno.","Ваши заклинания стоят 3 маны, но каждое можно применить только раз за ход.","","",""
"PASSIVE_MATHQ2_DESC","Your spells cost 0 mana to cast, but each can be cast only once per turn.","","Lanzar sus hechizos cuesta 0 de maná, pero cada uno solo se puede lanzar una vez por turno.","Vos sorts coûtent 0&nbsp;mana, mais vous ne pouvez les lancer qu'une fois par tour.","Deine Zauber kosten 0&nbsp;Mana, können aber nur einmal pro Zug gewirkt werden.","Lanciare i tuoi incantesimi costa 0 mana, ma ognuno può essere lanciato solo una volta per turno.","Seus encantamentos custam 0 de mana para serem lançados, mas cada um deles só pode ser lançado uma vez por turno.","Ваши заклинания стоят 0 маны, но каждое можно применить только раз за ход.","","",""
"PASSIVE_DUMBMUSCLE_NAME","Dumb Muscle","","Mazado","Tout dans les muscles","Dummer Muskelprotz","Ottusità Muscolare","Ácido Lático","Тупая сила","","",""
"PASSIVE_DUMBMUSCLE_DESC","Lose 1 [img:int] each time you take damage.
If you have 4 or less [img:int], gain +2 [img:str] and your basic attack inflicts Bruise. at 0 [img:int], gain +100% critical hit chance.","","Pierde 1 [img:int] cada vez que sufre daño.
Si tiene 4 o menos [img:int], obtiene +2 [img:str] y el ataque básico inflige moratón. Con 0 [img:int], obtiene un +100 % de probabilidad de golpe crítico.","[img:int]&nbsp;-1&nbsp;chaque fois que vous subissez des dégâts. Si vous avez 4&nbsp;[img:int] ou moins&nbsp;: [img:str]&nbsp;+2&nbsp;et vos attaques de base infligent Contusion. À 0&nbsp;[img:int]&nbsp;: Chances de CC&nbsp;+100&nbsp;%.","Verliere 1&nbsp;[img:int], wenn du Schaden erleidest.
Erhalte +2&nbsp;[img:str] und dein Grundangriff verursacht Beulen, wenn du 4 oder weniger [img:int] hast. Bei 0&nbsp;[img:int] erhältst du +100&nbsp;% krit. Trefferchance.","Perdi 1 di [img:int] ogni volta che subisci danno.
Se hai 4 o meno di [img:int], ottieni +2 alla [img:str] e il tuo attacco base infligge Livido. Quando sei a 0 di [img:int], ottieni +100% di probabilità di colpo critico.","Perca 1 de [img:int] a cada vez que sofrer dano.
Se você possui 4 ou menos de [img:int], obtenha +2 de [img:str] e seu ataque básico aplica contusão. Com 0 de [img:int], obtenha +100% de chance de crítico.","Теряете 1 [img:int] при получении урона.
При 4 или менее [img:int]: +2 [img:str] и базовая атака накладывает Ушиб. При 0 [img:int]: +100% к шансу крита.","","",""
